HUGO_symbol	transcript	gene_coordinate	assigned_peak
PTGR1	NM_001146109.1	chr9:114312001-114362135:-	chr9:114357979-114362605
ORAI1	NM_032790.3	chr12:122064454-122079946:+	chr12:122063637-122067791
NEDD4L	NM_001243960.1	chr18:55711609-56068772:+	chr18:55710187-55716758
CDK20	NM_178432.3	chr9:90581355-90589695:-	chr9:90588046-90590627
LACC1	NM_001128303.1	chr13:44453419-44468068:+	chr13:44452413-44455534
CCDC122	NM_144974.3	chr13:44410487-44453826:-	chr13:44452413-44455534
SH3PXD2B	NM_001308175.1	chr5:171752184-171881527:-	chr5:171879287-171882879
FUCA2	NM_032020.4	chr6:143815948-143833020:-	chr6:143830869-143833459
ZAK	NM_133646.2	chr2:173940564-174091874:+	chr2:173939795-173943493
ZNF71	NM_021216.4	chr19:57106663-57135550:+	chr19:57105970-57107900
NXT2	NM_018698.4	chrX:108779009-108787927:+	chrX:108778695-108781624
DNAI1	NM_012144.3	chr9:34458749-34520987:+	chr9:34456458-34459367
FAM219A	NM_001184940.1	chr9:34398181-34458568:-	chr9:34456458-34459367
LDB1	NM_001113407.2	chr10:103866248-103880230:-	chr10:103876904-103881319
NAGA	NM_000262.2	chr22:42454337-42466846:-	chr22:42465397-42467815
FAM109B	NM_001002034.2	chr22:42470254-42475442:+	chr22:42465397-42467815
EFNA1	NM_182685.1	chr1:155100348-155107386:+	chr1:155098404-155103836
C19orf60	NM_001100419.1	chr19:18699494-18703147:+	chr19:18698447-18701593
CST3	NM_001288614.1	chr20:23608533-23618685:-	chr20:23616564-23618752
FOXJ2	NM_018416.2	chr12:8185358-8208118:+	chr12:8182911-8187898
ARAF	NM_001256197.1	chrX:47420498-47425374:+	chrX:47419029-47422113
RNU5B-1	NR_002757.3	chr15:65597014-65597131:+	chr15:65595810-65596867
LOC105371814	NR_135674.1	chr17:46952221-46986345:-	chr17:46983831-46988912
UBE2Z	NM_023079.4	chr17:46985730-47006422:+	chr17:46983831-46988912
KCTD11	NM_001002914.2	chr17:7255207-7258263:+	chr17:7253111-7257917
TMEM95	NM_001320435.1	chr17:7258454-7260538:+	chr17:7253111-7257917
LOC339803	NR_036496.1	chr2:61368726-61372110:-	chr2:61371223-61373146
C2orf74	NM_001316317.1	chr2:61372202-61391964:+	chr2:61371223-61373146
HYLS1	NM_145014.2	chr11:125753508-125770541:+	chr11:125755773-125760249
HPCAL1	NM_002149.3	chr2:10443029-10567743:+	chr2:10441856-10446555
TUBGCP2	NM_001256617.1	chr10:135092133-135122660:-	chr10:135120754-135124600
ZNF511	NR_130127.1	chr10:135122392-135126666:+	chr10:135120754-135124600
C14orf37	NM_001001872.3	chr14:58470773-58618957:-	chr14:58617776-58619994
LONP2	NM_001300948.2	chr16:48278077-48387890:+	chr16:48277282-48281858
TST	NM_003312.5	chr22:37406899-37415494:-	chr22:37413296-37417011
MPST	NM_001013436.2	chr22:37415682-37425863:+	chr22:37413296-37417011
TBC1D9B	NM_198868.2	chr5:179289070-179334856:-	chr5:179333402-179335568
EPHB4	NM_004444.4	chr7:100400186-100425143:-	chr7:100422347-100427174
ATP6AP2	NM_005765.2	chrX:40440215-40465889:+	chrX:40439255-40441803
DST	NM_001144769.2	chr6:56322784-56819426:-	chr6:56816363-56821652
BEND6	NM_152731.2	chr6:56819772-56892144:+	chr6:56816363-56821652
TMEM201	NM_001010866.3	chr1:9648931-9665020:+	chr1:9648799-9650622
LINC01389	NR_126355.1	chr1:47846467-47902989:-	chr1:47901567-47905796
FOXD2-AS1	NR_026878.1	chr1:47897804-47900313:-	chr1:47901567-47905796
FOXD2	NM_004474.3	chr1:47901688-47906363:+	chr1:47901567-47905796
CFAP54	NM_001306084.1	chr12:96883348-97269333:+	chr12:96882855-96884205
EIF2S3	NM_001415.3	chrX:24073064-24096927:+	chrX:24071226-24077729
CDC42BPB	NM_006035.3	chr14:103398715-103523742:-	chr14:103524090-103525926
LHX4	NM_033343.3	chr1:180199432-180244188:+	chr1:180198004-180201568
ECH1	NM_001398.2	chr19:39306061-39322497:-	chr19:39321070-39323823
NLRC5	NM_001330552.1	chr16:57023396-57117436:+	chr16:57021955-57025286
ZNF318	NM_014345.2	chr6:43303807-43337181:-	chr6:43335497-43338388
EPS15L1	NM_001258374.1	chr19:16466054-16582823:-	chr19:16580744-16583654
FKBP4	NM_002014.3	chr12:2904107-2914589:+	chr12:2903072-2906440
MIR550A3	NR_039600.1	chr7:29720349-29720444:-	chr7:29720205-29726289
LOC646762	NR_024278.1	chr7:29685537-29724754:-	chr7:29720205-29726289
DPY19L2P3	NR_036482.1	chr7:29724769-29727859:+	chr7:29720205-29726289
ZNRF2P2	NR_027347.1	chr7:29724387-29725437:-	chr7:29720205-29726289
NDRG1	NM_001135242.1	chr8:134249413-134309547:-	chr8:134304318-134310837
CHPT1	NM_020244.2	chr12:102091416-102122846:+	chr12:102090377-102094781
SDHAF3	NM_020186.2	chr7:96745904-96811075:+	chr7:96746283-96750835
NEDD9	NM_006403.3	chr6:11183530-11232915:-	chr6:11227399-11233899
FGFBP3	NM_152429.4	chr10:93666344-93669258:-	chr10:93667076-93669774
FAM102A	NM_001035254.2	chr9:130702860-130742812:-	chr9:130738562-130744242
SPATS2L	NM_015535.2	chr2:201170603-201346986:+	chr2:201169973-201174697
UPP1	NM_001287428.1	chr7:48128199-48148330:+	chr7:48126119-48132223
EPM2A	NM_005670.3	chr6:145946439-146056991:-	chr6:146054902-146058256
OAT	NM_001322970.1	chr10:126085871-126107545:-	chr10:126105174-126108267
GALNT10	NM_198321.3	chr5:153570294-153800544:+	chr5:153568566-153573038
HYAL2	NM_033158.4	chr3:50355220-50360281:-	chr3:50357499-50360163
LINC01058	NR_125771.1	chr13:30993575-30996381:-	chr13:30994885-30997663
LOC100505942	NR_104656.1	chr16:67551608-67562648:-	chr16:67561729-67565933
FAM65A	NM_024519.3	chr16:67562716-67580691:+	chr16:67561729-67565933
SLC9A6	NM_001330652.1	chrX:135067582-135129428:+	chrX:135066427-135069256
RASA1	NM_002890.2	chr5:86564069-86687743:+	chr5:86562713-86572000
CORO7-PAM16	NM_001201479.1	chr16:4390251-4466962:-	chr16:4464578-4467414
CORO7	NR_145128.1	chr16:4404542-4465934:-	chr16:4464578-4467414
CHRNA5	NM_001307945.1	chr15:78857861-78887611:+	chr15:78857119-78860678
UBE2O	NM_022066.3	chr17:74385612-74449288:-	chr17:74447103-74449642
AANAT	NM_001166579.1	chr17:74449432-74466199:+	chr17:74447103-74449642
ARHGAP31-AS1	NR_046748.1	chr3:119033139-119041607:-	chr3:119040422-119042844
CCDC136	NM_001201372.1	chr7:128431463-128462187:+	chr7:128430331-128432837
TMEM184B	NM_001195071.1	chr22:38615297-38668670:-	chr22:38666496-38669937
HIST1H2AL	NM_003511.2	chr6:27833106-27833576:+	chr6:27830995-27836283
HIST1H1B	NM_005322.2	chr6:27834569-27835359:-	chr6:27830995-27836283
SMAD4	NM_005359.5	chr18:48556582-48611412:+	chr18:48555288-48559266
F2R	NM_001992.4	chr5:76011867-76031605:+	chr5:76010649-76014169
NCRUPAR	NR_028375.2	chr5:76008227-76008713:+	chr5:76010649-76014169
TAPT1	NM_153365.2	chr4:16162127-16228161:-	chr4:16225433-16230835
TAPT1-AS1	NR_027697.1	chr4:16228285-16259810:+	chr4:16225433-16230835
ZNF441	NM_152355.2	chr19:11877814-11894893:+	chr19:11877246-11879976
NPHP4	NM_015102.4	chr1:5922867-6052533:-	chr1:6050903-6055122
KCNAB2	NM_001199861.1	chr1:6052357-6161253:+	chr1:6050903-6055122
DPYD	NM_000110.3	chr1:97543298-98386615:-	chr1:98382876-98387761
MIR181A1HG	NR_040073.1	chr1:198777131-198906558:-	chr1:198901125-198907181
SLC2A1	NM_006516.2	chr1:43391045-43424847:-	chr1:43418296-43426961
SLC2A1-AS1	NR_033967.1	chr1:43424719-43449029:+	chr1:43418296-43426961
CYTH1	NM_004762.3	chr17:76670128-76778424:-	chr17:76775440-76779395
GHDC	NM_001142623.1	chr17:40341104-40346550:-	chr17:40345289-40347207
KHK	NM_006488.2	chr2:27309610-27323619:+	chr2:27308174-27310843
INAFM1	NR_037675.1	chr19:47777658-47778980:+	chr19:47775956-47779367
RRAS2	NM_001177315.1	chr11:14299465-14380031:-	chr11:14377704-14381274
IFIH1	NM_022168.3	chr2:163123588-163175218:-	chr2:163172013-163177078
ERI1	NM_153332.3	chr8:8860313-8890849:+	chr8:8859737-8863900
ZNF606	NM_001348025.1	chr19:58488420-58514195:-	chr19:58512471-58515703
LOC100128398	NR_036508.1	chr19:58514261-58518574:+	chr19:58512471-58515703
NDRG2	NM_001282211.1	chr14:21484921-21539031:-	chr14:21536789-21540470
ARHGEF40	NM_001278530.1	chr14:21538418-21558407:+	chr14:21536789-21540470
TRIM14	NM_014788.3	chr9:100846634-100881635:-	chr9:100879907-100882441
MAPK9	NM_139069.2	chr5:179660593-179719071:-	chr5:179717533-179720641
RDX	NM_001260493.1	chr11:110045604-110167437:-	chr11:110163477-110168427
KIF21A	NM_001173464.1	chr12:39687029-39837192:-	chr12:39833797-39838131
NUP50-AS1	NR_038956.1	chr22:45529638-45559662:-	chr22:45556959-45564724
NUP50	NM_007172.3	chr22:45559725-45583892:+	chr22:45556959-45564724
RAPGEF1	NM_005312.3	chr9:134452156-134612925:-	chr9:134613701-134615312
NIPAL3	NM_001322854.1	chr1:24739976-24799473:+	chr1:24738739-24745872
STPG1	NM_001199014.1	chr1:24683488-24740262:-	chr1:24738739-24745872
ZNF414	NM_001146175.1	chr19:8575461-8579048:-	chr19:8577793-8579758
MED14	NM_004229.3	chrX:40508794-40594804:-	chrX:40592552-40596213
MED14OS	NM_001289773.1	chrX:40594647-40597953:+	chrX:40592552-40596213
SCN4B	NM_001142349.1	chr11:118004091-118016184:-	chr11:118016140-118017238
TRAF3	NM_001199427.1	chr14:103243815-103377837:+	chr14:103243601-103246458
ZNF658B	NR_003528.3	chr9:41588832-41609544:-	chr9:41608535-41610402
COPRS	NM_001330176.1	chr17:30178883-30186093:-	chr17:30184899-30186940
ANXA2	NM_001002858.2	chr15:60639349-60690185:-	chr15:60680782-60692065
RNF208	NM_031297.4	chr9:140114698-140115775:-	chr9:140116741-140118993
CYSRT1	NM_199001.3	chr9:140119086-140120763:+	chr9:140116741-140118993
SMARCA1	NM_003069.4	chrX:128580477-128657482:-	chrX:128655099-128658191
MCC	NM_001085377.1	chr5:112357795-112824527:-	chr5:112822804-112824952
SOCS3	NM_003955.4	chr17:76352857-76356160:-	chr17:76352363-76357665
LOC101928674	NR_110845.1	chr17:76356528-76361012:+	chr17:76352363-76357665
MLLT10	NM_001324297.1	chr10:21822277-22032559:+	chr10:21821625-21825343
RGPD8	NM_001164463.1	chr2:113125945-113191222:-	chr2:113189294-113191368
RPL39L	NM_052969.1	chr3:186838740-186857263:-	chr3:186855862-186857808
ETV4	NM_001986.2	chr17:41605210-41623305:-	chr17:41619724-41624591
NECTIN3	NM_001243288.1	chr3:110791014-110913017:+	chr3:110788464-110794485
PVRL3-AS1	NR_045114.1	chr3:110764161-110788806:-	chr3:110788464-110794485
TEC	NM_003215.2	chr4:48137799-48271814:-	chr4:48270065-48273012
GRAMD1A	NM_001136199.2	chr19:35491223-35517375:+	chr19:35489991-35492887
RNU6ATAC	NR_023344.1	chr9:137029561-137029686:-	chr9:137027700-137031139
LRRFIP1	NM_001137551.1	chr2:238600806-238690290:+	chr2:238600809-238606104
TNFAIP8	NM_001077654.2	chr5:118604386-118730299:+	chr5:118603349-118609334
CTPS1	NM_001905.3	chr1:41444970-41478237:+	chr1:41444309-41449164
FAT4	NM_024582.4	chr4:126237566-126414087:+	chr4:126235188-126239340
JADE3	NM_001077445.2	chrX:46771710-46920641:+	chrX:46771181-46773996
EBPL	NR_103802.1	chr13:50234811-50265623:-	chr13:50263693-50266950
RPSAP52	NR_026825.2	chr12:66151799-66220754:-	chr12:66215596-66224751
HMGA2	NM_001300918.1	chr12:66218239-66346316:+	chr12:66215596-66224751
PP7080	NR_024158.1	chr5:470624-473080:-	chr5:471017-475822
LOC100288152	NR_125375.1	chr5:473350-481007:+	chr5:471017-475822
GPD2	NM_001083112.2	chr2:157291964-157442915:+	chr2:157291334-157295544
DTNB	NM_021907.4	chr2:25600111-25896516:-	chr2:25894224-25897280
STN1	NM_024928.4	chr10:105637315-105678045:-	chr10:105675018-105678052
NFKB2	NM_001322935.1	chr10:104153866-104162286:+	chr10:104152990-104159885
D2HGDH	NM_001287249.1	chr2:242673993-242708231:+	chr2:242673291-242675766
SH3BGRL	NM_003022.2	chrX:80457302-80554046:+	chrX:80456450-80459656
HMGN5	NM_030763.2	chrX:80369199-80457441:-	chrX:80456450-80459656
GPX8	NM_001306201.1	chr5:54455945-54463129:+	chr5:54455567-54457876
KCNMB4	NM_014505.5	chr12:70760061-70828072:+	chr12:70758575-70762018
AGFG2	NM_006076.4	chr7:100136833-100165843:+	chr7:100135866-100136531
LOC101929234	NR_110304.1	chr10:77168914-77171082:+	chr10:77166746-77169927
MYADM	NM_001290193.1	chr19:54368837-54379689:+	chr19:54368192-54375014
AMER1	NM_152424.3	chrX:63404996-63425624:-	chrX:63424010-63427044
SATB1	NM_001195470.2	chr3:18386879-18466829:-	chr3:18463708-18468439
BLVRA	NM_000712.3	chr7:43798271-43846941:+	chr7:43797482-43800026
FAM86DP	NR_024241.1	chr3:75470702-75484266:-	chr3:75481012-75486001
GNAZ	NM_002073.2	chr22:23412668-23467221:+	chr22:23411585-23412404
MIRLET7BHG	NR_110479.1	chr22:46481876-46509808:+	chr22:46467181-46485274
MIR3619	NR_037413.1	chr22:46486923-46487006:+	chr22:46467181-46485274
CADPS2	NM_001167940.1	chr7:121958477-122526813:-	chr7:122524234-122527777
ASPH	NM_004318.3	chr8:62413114-62627199:-	chr8:62619735-62628111
MIR4470	NR_039680.1	chr8:62627346-62627418:+	chr8:62619735-62628111
E2F7	NM_203394.2	chr12:77415025-77459360:-	chr12:77454971-77460652
FZD2	NM_001466.3	chr17:42634811-42638630:+	chr17:42633234-42639549
INPP4A	NM_001566.2	chr2:99061320-99198284:+	chr2:99060676-99063880
PAQR3	NM_001040202.1	chr4:79839093-79860582:-	chr4:79858591-79861554
RPL36A-HNRNPH2	NM_001199974.1	chrX:100645877-100669128:+	chrX:100644356-100649360
BTK	NM_001287344.1	chrX:100604434-100645784:-	chrX:100644356-100649360
RPL36A	NM_001199972.1	chrX:100645877-100648840:+	chrX:100644356-100649360
NIPA1	NM_144599.4	chr15:23043278-23086436:-	chr15:23084846-23087881
SATB2	NM_001172509.1	chr2:200134222-200322819:-	chr2:200318707-200331076
SATB2-AS1	NR_026830.1	chr2:200332820-200337481:+	chr2:200318707-200331076
PCNX2	NM_014801.3	chr1:233119881-233431459:-	chr1:233429879-233432081
RASA4B	NM_001277335.1	chr7:102123585-102158224:-	chr7:102157500-102158958
FAM122B	NM_001331088.1	chrX:133903595-133930385:-	chrX:133929130-133931910
USP12	NM_182488.3	chr13:27640286-27746033:-	chr13:27743459-27747218
USP12-AS2	NR_046548.1	chr13:27746395-27757640:+	chr13:27743459-27747218
BRI3	NM_015379.4	chr7:97910978-97920839:+	chr7:97909768-97916071
SLC25A1	NM_001256534.1	chr22:19163087-19166018:-	chr22:19164310-19167116
NSD2	NM_001042424.2	chr4:1873122-1983934:+	chr4:1873087-1875641
LOC100506797	NR_144530.1	chr2:118940497-118943962:-	chr2:118942612-118944565
DDX58	NM_014314.3	chr9:32455299-32526322:-	chr9:32522358-32527162
MYCL	NM_001033081.2	chr1:40361095-40367687:-	chr1:40365472-40368600
MIDN	NM_177401.4	chr19:1248551-1259142:+	chr19:1247883-1254608
ZNF223	NM_013361.5	chr19:44556163-44572147:+	chr19:44554582-44557086
UBA3	NM_003968.3	chr3:69103880-69129524:-	chr3:69127565-69130028
DENND3	NM_014957.2	chr8:142138719-142205901:+	chr8:142137177-142141848
ZNF506	NM_001099269.2	chr19:19903519-19932560:-	chr19:19930887-19933284
MSN	NM_002444.2	chrX:64887510-64961793:+	chrX:64887104-64890729
ZNF718	NR_110529.1	chr4:124357-157949:+	chr4:123629-127125
PGS1	NR_111989.1	chr17:76374698-76420740:+	chr17:76373858-76380286
TMEM45A	NM_018004.2	chr3:100211462-100296297:+	chr3:100210518-100213096
ZNF124	NM_001243740.2	chr1:247285276-247335319:-	chr1:247333193-247335714
FAM89A	NM_198552.2	chr1:231154703-231175995:-	chr1:231173690-231177288
UBE2J1	NM_016021.2	chr6:90036343-90062619:-	chr6:90058797-90063896
MSMO1	NM_001017369.2	chr4:166248817-166264316:+	chr4:166247252-166253985
KBTBD6	NM_152903.4	chr13:41701708-41706936:-	chr13:41703495-41708051
LOC101929140	NR_120423.1	chr13:41707063-41810822:+	chr13:41703495-41708051
ZBTB44	NM_001301098.1	chr11:130096571-130184607:-	chr11:130182104-130186157
PAK1	NM_001128620.1	chr11:77033059-77185108:-	chr11:77183044-77186074
MAPKAPK3	NM_004635.4	chr3:50654561-50686728:+	chr3:50653578-50657561
RBFOX2	NM_001082578.1	chr22:36134782-36424585:-	chr22:36422412-36426088
SGK3	NM_170709.2	chr8:67687415-67774257:+	chr8:67686514-67691268
SNX9	NM_016224.4	chr6:158244202-158366109:+	chr6:158243382-158247753
FAM45A	NR_130122.1	chr10:120863576-120897496:+	chr10:120863551-120865220
SCFD2	NM_152540.3	chr4:53739148-54232242:-	chr4:54227457-54233093
ZNF519	NR_033354.1	chr18:14075988-14132489:-	chr18:14128833-14133224
ZBTB8A	NR_111980.1	chr1:33004745-33071551:+	chr1:33004312-33006677
SNORD93	NR_003075.1	chr7:22896231-22896305:+	chr7:22893184-22899160
ORAI3	NM_152288.2	chr16:30960404-30966259:+	chr16:30959171-30962283
TRMT12	NM_017956.3	chr8:125463047-125465267:+	chr8:125462025-125467229
DCK	NM_000788.2	chr4:71859264-71896631:+	chr4:71858255-71863377
ANKMY1	NM_001282771.1	chr2:241418838-241497438:-	chr2:241498829-241502277
DUSP28	NM_001033575.1	chr2:241499470-241503431:+	chr2:241498829-241502277
IRF9	NM_006084.4	chr14:24630421-24635774:+	chr14:24630326-24632020
POU6F1	NM_001330422.1	chr12:51580718-51611539:-	chr12:51610390-51613545
SLC9B1	NM_001100874.2	chr4:103806204-103940896:-	chr4:103939891-103941667
LOC101927391	NR_110084.1	chr7:7589734-7605696:-	chr7:7605039-7609433
MIOS	NM_019005.3	chr7:7606615-7647112:+	chr7:7605039-7609433
TACC2	NM_001291879.1	chr10:123872553-124014060:+	chr10:123871337-123874920
LOC101928597	NR_110091.1	chr12:133609244-133613808:-	chr12:133613008-133615298
ZNF84	NM_003428.5	chr12:133613871-133639890:+	chr12:133613008-133615298
APOO	NM_024122.4	chrX:23851464-23926057:-	chrX:23924329-23926901
CXorf58	NM_001169574.1	chrX:23926122-23957624:+	chrX:23924329-23926901
CAV1	NM_001753.4	chr7:116164838-116201239:+	chr7:116163849-116171911
LAMP2	NM_002294.2	chrX:119560002-119603204:-	chrX:119599351-119603665
CUX1	NM_001202543.1	chr7:101459183-101901513:+	chr7:101456552-101462456
TMTC4	NM_032813.3	chr13:101256089-101327189:-	chr13:101325334-101328326
VPS37C	NM_017966.4	chr11:60897727-60928916:-	chr11:60926420-60930294
ACO1	NM_002197.2	chr9:32384600-32450834:+	chr9:32383708-32386932
C2orf73	NM_001100396.1	chr2:54558070-54588714:+	chr2:54556859-54558726
LINC01136	NR_034151.1	chr1:203267885-203274453:-	chr1:203273599-203278737
BTG2	NM_006763.2	chr1:203274663-203278730:+	chr1:203273599-203278737
FBXL5	NR_036464.1	chr4:15606006-15657035:-	chr4:15652800-15658234
BRD2	NM_001113182.2	chr6_mcf_hap5:4275529-4283033:+	chr6_mcf_hap5:4276751-4280513
DGAT1	NM_012079.5	chr8:145538245-145550582:-	chr8:145548568-145551546
HMGA1	NM_001319081.1	chr6:34204576-34214008:+	chr6:34203366-34209340
MIR6835	NR_106893.1	chr6:34208449-34208513:+	chr6:34203366-34209340
NECAB3	NM_031232.3	chr20:32244892-32262264:-	chr20:32260255-32263170
FTCDNL1	NR_034096.1	chr2:200625258-200715896:-	chr2:200714818-200716514
ARHGAP18	NM_033515.2	chr6:129898239-130031370:-	chr6:130028466-130032346
GIGYF1	NM_022574.4	chr7:100277129-100286870:-	chr7:100289220-100292641
HACD1	NM_014241.3	chr10:17631957-17659373:-	chr10:17657534-17660539
BCL7C	NM_001286526.1	chr16:30845361-30905623:-	chr16:30904127-30906258
MIR762	NR_031576.1	chr16:30905223-30905306:+	chr16:30904127-30906258
CTF1	NM_001142544.1	chr16:30907927-30914881:+	chr16:30904127-30906258
HBEGF	NM_001945.2	chr5:139712427-139726188:-	chr5:139723949-139727173
PTGFRN	NM_020440.3	chr1:117452544-117532980:+	chr1:117451920-117454834
ADCY6	NM_015270.4	chr12:49159973-49182879:-	chr12:49181007-49184557
LOC100506125	NR_110019.1	chr12:49182929-49184318:+	chr12:49181007-49184557
IFI27L2	NM_032036.2	chr14:94594117-94595957:-	chr14:94595107-94596951
TDRD7	NM_001302884.1	chr9:100174301-100258407:+	chr9:100173216-100177045
ATP8B2	NM_001005855.1	chr1:154298035-154310322:+	chr1:154297009-154299878
SLC25A37	NM_016612.3	chr8:23386307-23432976:+	chr8:23385743-23390677
NFKB1	NM_001165412.1	chr4:103422485-103538459:+	chr4:103420979-103426424
LOC105377621	NR_136202.1	chr4:103339758-103423643:-	chr4:103420979-103426424
LINC01278	NR_015353.1	chrX:62646438-62780873:-	chrX:62779218-62782132
STK11	NM_000455.4	chr19:1205797-1228434:+	chr19:1205047-1209337
IGSF8	NM_001320247.1	chr1:160061128-160068479:-	chr1:160066358-160068545
RHOQ	NM_012249.3	chr2:46769866-46811827:+	chr2:46768187-46772325
ATP6V1E2	NM_001318063.1	chr2:46738973-46769696:-	chr2:46768187-46772325
CMTM7	NM_138410.3	chr3:32433162-32496336:+	chr3:32432396-32435963
FRG1JP	NR_033907.2	chr9:68427783-68455368:-	chr9:68453666-68456830
RBMS2	NM_002898.3	chr12:56915608-56989980:+	chr12:56914909-56919207
ALG1L9P	NR_073386.1	chr11:71505408-71524905:-	chr11:71523997-71525086
ZNF525	NM_001348157.1	chr19:53868945-53889843:+	chr19:53868196-53870305
ARPC1B	NM_005720.3	chr7:98972297-98992424:+	chr7:98970776-98974443
NCOA4	NM_001145263.1	chr10:51565107-51590734:+	chr10:51564570-51569157
FAIM	NM_001033032.1	chr3:138327541-138352218:+	chr3:138326916-138328947
SCARB2	NM_005506.3	chr4:77079889-77135052:-	chr4:77132231-77136213
FAM47E	NM_001242936.1	chr4:77135192-77204936:+	chr4:77132231-77136213
FAM58A	NM_152274.4	chrX:152853382-152864632:-	chrX:152864789-152866727
LOC105373383	NR_131982.1	chrX:152864794-152865348:+	chrX:152864789-152866727
AK4	NM_203464.2	chr1:65613231-65697828:+	chr1:65612363-65616810
SYNE2	NM_015180.4	chr14:64319682-64693167:+	chr14:64318866-64322606
EFNA4	NM_182689.1	chr1:155036212-155042029:+	chr1:155034204-155037425
IKBKE	NM_001193321.1	chr1:206643585-206670223:+	chr1:206643371-206645853
MIR6769B	NR_106919.1	chr1:206648145-206648207:+	chr1:206643371-206645853
CSNK1G2	NM_001319.6	chr19:1941160-1981337:+	chr19:1939500-1944829
CHSY1	NM_014918.4	chr15:101715927-101792137:-	chr15:101788313-101793657
LOC101928100	NR_120430.1	chr12:10516367-10551105:+	chr12:10514999-10519077
LOC100507144	NR_120528.1	chr11:35154196-35159579:-	chr11:35159595-35167500
CD44	NM_001202557.1	chr11:35160416-35244867:+	chr11:35159595-35167500
FAM160B2	NM_022749.5	chr8:21946713-21961891:+	chr8:21945978-21948136
ZNF566	NM_032838.4	chr19:36936020-36980337:-	chr19:36977275-36983743
LOC728752	NR_036504.1	chr19:36980528-36981942:+	chr19:36977275-36983743
POGK	NM_001314014.1	chr1:166808640-166825581:+	chr1:166807697-166810812
HABP4	NM_014282.3	chr9:99212436-99253618:+	chr9:99211661-99214629
WHAMMP2	NR_026589.1	chr15:28982728-29003508:+	chr15:28982010-28984641
GTF2IP4	NR_003580.2	chr7:72569011-72621336:+	chr7:72568252-72571567
MIR5787	NR_106714.1	chr3:50264867-50264922:+	chr3:50263650-50266143
LCN12	NM_178536.3	chr9:139846767-139849949:+	chr9:139843515-139845444
