HUGO_symbol	transcript	gene_coordinate	assigned_peak
MX2	NM_002463.1	chr21:42733949-42780869:+	chr21:42732095-42736600
SNX32	NM_152760.2	chr11:65601409-65621172:+	chr11:65600168-65602468
SH3GLB2	NM_001287045.1	chr9:131770070-131790632:-	chr9:131782610-131790521
HCAR1	NM_032554.3	chr12:123212152-123215129:-	chr12:123209050-123217384
SHROOM3	NM_020859.3	chr4:77356252-77704406:+	chr4:77351030-77389479
TP53INP1	NM_001135733.1	chr8:95938199-95961615:-	chr8:95952557-95964867
KIAA0922	NM_015196.3	chr4:154387497-154557863:+	chr4:154384092-154393909
LINC01399	NR_126356.1	chr22:35515816-35627049:-	chr22:35626420-35627616
L3MBTL1	NM_015478.6	chr20:42143075-42170535:+	chr20:42141811-42146501
FAM134B	NM_019000.4	chr5:16473146-16509107:-	chr5:16507357-16511411
ZNF878	NM_001080404.2	chr19:12154619-12163782:-	chr19:12162359-12164426
SEMA5A	NM_003966.2	chr5:9035137-9546233:-	chr5:9542865-9549253
SNHG18	NR_045196.2	chr5:9546311-9550410:+	chr5:9542865-9549253
SNORD123	NR_003689.1	chr5:9548938-9549026:+	chr5:9542865-9549253
XKR6	NM_173683.3	chr8:10753653-11058875:-	chr8:11055965-11060484
BDKRB2	NM_000623.3	chr14:96671134-96710666:+	chr14:96669833-96673586
ZNF467	NM_207336.2	chr7:149461270-149470568:-	chr7:149467616-149471851
SSPO	NM_198455.2	chr7:149473130-149531054:+	chr7:149467616-149471851
RAB31	NM_006868.3	chr18:9708227-9862553:+	chr18:9703814-9713696
SLC12A5	NM_001134771.1	chr20:44650328-44688789:+	chr20:44649390-44651596
PCAT19	NR_040109.2	chr19:41960073-42006559:-	chr19:42006299-42008424
MMP17	NM_016155.5	chr12:132312937-132336316:+	chr12:132312324-132317813
ACTBL2	NM_001017992.3	chr5:56775842-56778636:-	chr5:56776704-56785544
DNM1	NM_001288739.1	chr9:130965633-131017527:+	chr9:130964175-130967318
CKM	NM_001824.4	chr19:45809670-45826235:-	chr19:45828692-45830553
OAT	NM_001322970.1	chr10:126085871-126107545:-	chr10:126104423-126111568
FBXO10	NM_012166.2	chr9:37510888-37576250:-	chr9:37573476-37577475
LINC00501	NR_047465.1	chr3:177012229-177041223:+	chr3:177009375-177024214
NUPR1	NM_001042483.1	chr16:28548661-28550495:-	chr16:28542462-28555660
RAI1-AS1	NR_130894.1	chr17:17662467-17669616:-	chr17:17652883-17669684
BIN3-IT1	NR_027715.1	chr8:22497883-22499722:-	chr8:22496424-22513229
LYST	NM_000081.3	chr1:235824330-236030227:-	chr1:236020758-236053225
GNB4	NM_021629.3	chr3:179113875-179169371:-	chr3:179166432-179175954
RAB19	NM_001008749.2	chr7:140103842-140126050:+	chr7:140101744-140105836
MIR151A	NR_029892.1	chr8:141742662-141742752:-	chr8:141731333-141740445
ARHGEF26	NM_001251962.1	chr3:153838791-153975616:+	chr3:153838321-153845025
ARHGEF26-AS1	NR_037901.1	chr3:153742189-153838999:-	chr3:153838321-153845025
GK	NM_000167.5	chrX:30671475-30749579:+	chrX:30667151-30680782
OAS1	NM_002534.3	chr12:113344581-113355831:+	chr12:113339555-113347111
ALDH2	NM_001204889.1	chr12:112204690-112247789:+	chr12:112202874-112206865
IGFL2-AS1	NR_135234.1	chr19:46692285-46706319:-	chr19:46691786-46717356
LOC93429	NR_027003.1	chr19:46713498-46718095:+	chr19:46691786-46717356
ST6GALNAC6	NM_001287001.1	chr9:130647599-130659687:-	chr9:130658505-130670528
CHST11	NM_001173982.1	chr12:104850691-105155792:+	chr12:104848197-104869404
IGSF3	NM_001542.3	chr1:117117019-117209578:-	chr1:117208302-117211440
MXRA8	NM_001282585.1	chr1:1288068-1293927:-	chr1:1291701-1298042
NRG2	NM_013982.2	chr5:139226363-139422884:-	chr5:139415585-139423736
NBPF12	NM_001278141.1	chr1:146373856-146467639:+	chr1:146367195-146375679
MARK1	NM_001286129.1	chr1:220701524-220756240:+	chr1:220700425-220703358
SMIM10	NM_001163438.1	chrX:134124967-134126503:+	chrX:134124063-134126669
ZNF486	NM_052852.3	chr19:20278022-20311299:+	chr19:20276206-20279449
SLC4A8	NM_001258401.2	chr12:51785100-51909547:+	chr12:51759889-51790459
GALNT6	NM_007210.3	chr12:51745832-51785200:-	chr12:51759889-51790459
PLXNA3	NM_017514.4	chrX:153686620-153701989:+	chrX:153685792-153687961
SLC2A2	NM_000340.1	chr3:170714136-170744768:-	chr3:170744037-170748702
BCL2	NM_000633.2	chr18:60790578-60986613:-	chr18:60982234-60990421
CCDC74B	NM_207310.2	chr2:130896855-130902707:-	chr2:130900908-130903269
LINC00998	NR_024412.1	chr7:112756772-112758637:-	chr7:112755928-112768895
MIR4688	NR_039837.1	chr11:46397951-46398034:+	chr11:46400207-46406058
MDK	NM_001270550.1	chr11:46402333-46405387:+	chr11:46400207-46406058
CHRM4	NM_000741.3	chr11:46406341-46408158:-	chr11:46400207-46406058
MIR3692	NR_037463.1	chr6:157950163-157950232:+	chr6:157946936-157961807
GAREM1	NM_001242409.1	chr18:29843483-30050447:-	chr18:30047657-30051646
GCNT3	NM_004751.2	chr15:59903981-59912210:+	chr15:59901753-59911229
MPI	NM_001330372.1	chr15:75182345-75191798:+	chr15:75174082-75186387
KCNIP2	NM_173194.2	chr10:103585730-103599611:-	chr10:103598894-103600954
AK1	NM_001318122.1	chr9:130628758-130635827:-	chr9:130636553-130641096
SNX18	NM_001145427.1	chr5:53813588-53842416:+	chr5:53810217-53821470
LINC01879	NR_122073.1	chr18:74401985-74405592:+	chr18:74396290-74402109
DAPK2	NM_014326.3	chr15:64199234-64338521:-	chr15:64337946-64339393
ZNF192P1	NR_103448.1	chr6:28129538-28137373:+	chr6:28129101-28130255
TMEM57	NM_001282564.1	chr1:25757348-25826700:+	chr1:25751526-25766066
ST3GAL5	NM_003896.3	chr2:86066270-86116157:-	chr2:86110793-86124911
ST3GAL5-AS1	NR_110569.1	chr2:86116402-86119375:+	chr2:86110793-86124911
LINC00574	NR_026780.1	chr6:170190168-170202969:+	chr6:170189881-170191443
TDRD7	NM_001302884.1	chr9:100174301-100258407:+	chr9:100173740-100179382
LOC389273	NR_134289.1	chr5:10505101-10522196:-	chr5:10523609-10529363
UST	NM_005715.2	chr6:149068270-149398126:+	chr6:149066752-149073895
TRABD2A	NM_001277053.1	chr2:85048789-85108369:-	chr2:85105895-85109935
MIR3150A	NR_036105.1	chr8:96085141-96085221:+	chr8:96072669-96085224
LOC105375650	NR_132987.1	chr8:96079035-96085148:-	chr8:96072669-96085224
MIR3150B	NR_037484.1	chr8:96085138-96085224:-	chr8:96072669-96085224
COL12A1	NM_004370.5	chr6:75794041-75915623:-	chr6:75903875-75918732
OPN5	NM_181744.3	chr6:47749774-47794117:+	chr6:47748210-47749277
LINC02158	NR_122070.1	chr3:42812103-42815127:+	chr3:42813903-42815383
CCDC13	NM_144719.3	chr3:42749873-42814745:-	chr3:42813903-42815383
IL10RB-AS1	NR_038974.1	chr21:34637936-34638565:-	chr21:34636668-34645355
IL10RB	NM_000628.4	chr21:34638664-34669539:+	chr21:34636668-34645355
LMO7	NM_001330583.1	chr13:76334556-76434006:+	chr13:76332569-76365086
COL1A2	NM_000089.3	chr7:94023872-94060544:+	chr7:94020672-94026419
SIMC1	NR_131772.1	chr5:175665361-175772994:+	chr5:175664811-175668104
MIR6782	NR_106840.1	chr17:42285138-42285207:-	chr17:42285217-42289008
PRRT1	NM_030651.3	chr6_cox_hap2:3586805-3590386:-	chr6_cox_hap2:3590707-3593667
LOC100507547	NR_037169.1	chr6_cox_hap2:3591245-3592810:-	chr6_cox_hap2:3590707-3593667
PPT2	NM_138717.2	chr6_cox_hap2:3591896-3602139:+	chr6_cox_hap2:3590707-3593667
PPT2-EGFL8	NR_037861.1	chr6_cox_hap2:3592443-3606743:+	chr6_cox_hap2:3590707-3593667
TST	NM_003312.5	chr22:37406899-37415494:-	chr22:37414075-37422988
MPST	NM_001013436.2	chr22:37415682-37425863:+	chr22:37414075-37422988
COL2A1	NM_001844.4	chr12:48366747-48398285:-	chr12:48394415-48397472
LOC101927809	NR_134605.1	chr18:33759963-33767398:-	chr18:33752511-33770916
MOCOS	NM_017947.2	chr18:33767479-33848685:+	chr18:33752511-33770916
ZNF445	NM_181489.5	chr3:44481261-44519162:-	chr3:44515769-44520481
EGFR-AS1	NR_047551.1	chr7:55247442-55256642:-	chr7:55250081-55256736
LOC102725072	NR_135922.1	chr22:18837630-18848577:+	chr22:18839608-18843029
TIGD3	NM_145719.2	chr11:65122281-65125084:+	chr11:65121472-65123309
TTC39A-AS1	NR_123731.1	chr1:51795325-51796953:+	chr1:51778630-51799993
UBE2G1	NM_003342.4	chr17:4172511-4269969:-	chr17:4265766-4281389
MEIS1-AS3	NR_046438.2	chr2:66650473-66660602:-	chr2:66658981-66676317
MEIS1	NM_002398.2	chr2:66662531-66799891:+	chr2:66658981-66676317
MEIS1-AS2	NR_046625.1	chr2:66666218-66667462:-	chr2:66658981-66676317
COL9A2	NM_001852.3	chr1:40766162-40782939:-	chr1:40777571-40782883
VGF	NM_003378.3	chr7:100805789-100808852:-	chr7:100802316-100819471
FOXS1	NM_004118.3	chr20:30432102-30433420:-	chr20:30421437-30434473
NRN1	NM_001278711.1	chr6:5998231-6004277:-	chr6:6003067-6009844
GM2A	NM_001167607.1	chr5:150632612-150649955:+	chr5:150629902-150639573
OSR1	NM_145260.2	chr2:19551245-19558372:-	chr2:19556967-19559112
MYLK-AS2	NR_046629.1	chr3:123408490-123411254:+	chr3:123405104-123416855
AKAP5	NM_004857.3	chr14:64932216-64941221:+	chr14:64931588-64933036
DAPK1	NM_001288731.1	chr9:90112142-90323549:+	chr9:90110033-90118359
DBN1	NM_080881.2	chr5:176883613-176899871:-	chr5:176894819-176901792
TNFSF12	NM_003809.2	chr17:7452374-7461207:+	chr17:7451576-7453077
TNFSF12-TNFSF13	NM_172089.3	chr17:7452374-7464925:+	chr17:7451576-7453077
RHOJ	NM_020663.4	chr14:63671101-63760230:+	chr14:63669523-63674615
ZNF618	NM_001318040.1	chr9:116638561-116818875:+	chr9:116637772-116643289
NEU1	NM_000434.3	chr6:31826828-31830709:-	chr6:31829970-31832546
SHC4	NM_203349.3	chr15:49115933-49255641:-	chr15:49252025-49271957
FRAS1	NM_001166133.1	chr4:78978723-79367787:+	chr4:78976725-78985080
LINC01423	NR_110545.1	chr21:39698280-39717998:-	chr21:39719548-39725995
PTPRB	NM_002837.5	chr12:70909650-71003804:-	chr12:71002599-71004668
FOXP2	NR_033766.1	chr7:113726364-114333827:+	chr7:113722151-113731348
ALOX5AP	NM_001629.3	chr13:31309644-31338565:+	chr13:31306650-31321793
SNX22	NM_024798.2	chr15:64443915-64449680:+	chr15:64445949-64447083
RNF166	NM_001171816.1	chr16:88762902-88770025:-	chr16:88765940-88774648
CTU2	NM_001318513.1	chr16:88772870-88781794:+	chr16:88765940-88774648
GAS6-AS1	NR_044995.2	chr13:114518582-114545814:+	chr13:114515787-114520079
LOC105376382	NR_134491.1	chr10:5636946-5638081:-	chr10:5636077-5640493
LIPG	NM_001308006.1	chr18:47088400-47119278:+	chr18:47086098-47090743
LOC101928994	NR_120648.1	chr10:70975088-70992246:-	chr10:70987711-70996306
KCNMB2-AS1	NR_126561.1	chr3:178243254-178578193:-	chr3:178576941-178578619
RASSF6	NM_177532.4	chr4:74437266-74486287:-	chr4:74463422-74488285
RDH10-AS1	NR_125388.1	chr8:74223140-74268696:-	chr8:74266866-74278981
IL34	NM_001172771.1	chr16:70613797-70694585:+	chr16:70605659-70612930
ARPIN	NM_001282380.1	chr15:90439763-90455919:-	chr15:90454528-90462351
C15orf38-AP3S2	NM_001199058.1	chr15:90373830-90456222:-	chr15:90454528-90462351
IDH2	NM_001289910.1	chr15:90627209-90643853:-	chr15:90637089-90651290
SLC25A43	NM_145305.2	chrX:118533257-118588441:+	chrX:118532066-118536827
IL6R	NM_001206866.1	chr1:154377668-154410561:+	chr1:154368616-154384809
SYT12	NM_001177880.1	chr11:66790189-66818334:+	chr11:66788892-66802213
APOBEC3D	NM_152426.3	chr22:39417117-39429256:+	chr22:39414048-39418979
LOC728084	NR_038385.1	chr12:89404902-89413469:-	chr12:89410391-89414236
NUDT14	NM_177533.4	chr14:105639273-105647660:-	chr14:105646677-105648303
PROSER2	NM_153256.3	chr10:11865396-11914276:+	chr10:11861162-11878763
KLKP1	NR_002948.1	chr19:51385351-51399654:-	chr19:51398173-51401622
LOXL4	NM_032211.6	chr10:100007442-100028007:-	chr10:100017617-100032639
SLC19A3	NM_025243.3	chr2:228549925-228582745:-	chr2:228582250-228583504
SORBS1	NM_001290294.1	chr10:97071529-97321177:-	chr10:97318527-97321724
TUBBP5	NR_027156.1	chr9:141044564-141071885:+	chr9:141044205-141045497
H2AFB2	NM_001017991.2	chrX:154610354-154610948:+	chrX:154611096-154612819
F8A2	NM_001007523.1	chrX:154611763-154612879:+	chrX:154611096-154612819
MIR1184-2	NR_036259.1	chrX:154612748-154612847:-	chrX:154611096-154612819
LOC102503427	NR_105008.1	chr5:71852903-71867570:+	chr5:71851528-71853385
MIR4669	NR_039816.1	chr9:137271256-137271318:+	chr9:137260843-137279796
PDK3	NM_005391.4	chrX:24483343-24552542:+	chrX:24482459-24487614
PCYT2	NM_001282203.1	chr17:79860776-79869115:-	chr17:79867525-79871998
UPK3B	NM_001347684.1	chr7:76139658-76145838:+	chr7:76137858-76160176
ZNF415	NM_001164309.1	chr19:53611131-53636171:-	chr19:53634910-53636749
NACAP1	NR_002182.1	chr8:102381120-102381823:+	chr8:102370889-102379084
BNC2	NM_001317940.1	chr9:16409500-16870786:-	chr9:16863127-16872640
MIR936	NR_030760.1	chr10:105807846-105807944:-	chr10:105808384-105810651
BOK	NM_032515.4	chr2:242498145-242513553:+	chr2:242497513-242502344
BOK-AS1	NR_033346.1	chr2:242483798-242498558:-	chr2:242497513-242502344
ZNF229	NR_103551.2	chr19:44930422-44952665:-	chr19:44951427-44953184
CCDC33	NM_025055.4	chr15:74528629-74628482:+	chr15:74530996-74535693
C17orf67	NM_001085430.2	chr17:54869273-54911256:-	chr17:54906842-54913442
DGKE	NM_003647.2	chr17:54911459-54946036:+	chr17:54906842-54913442
SUSD1	NM_001282640.1	chr9:114803060-114937577:-	chr9:114924236-114940166
LINC01426	NR_038886.1	chr21:36118121-36120664:+	chr21:36115773-36121635
IGFN1	NM_001164586.1	chr1:201159952-201198080:+	chr1:201158714-201166323
CYP39A1	NM_016593.4	chr6:46517316-46620567:-	chr6:46616238-46621675
SLC25A27	NM_001204052.1	chr6:46620651-46645927:+	chr6:46616238-46621675
DCUN1D1	NM_020640.3	chr3:182655945-182698389:-	chr3:182684371-182699507
MARCH2	NM_001005416.1	chr19:8478186-8503901:+	chr19:8477408-8478919
MIR579	NR_030305.1	chr5:32394483-32394581:-	chr5:32387429-32392453
GMNC	NM_001146686.2	chr3:190570525-190580465:-	chr3:190580235-190581269
DENND2D	NM_024901.4	chr1:111728590-111743325:-	chr1:111738707-111752035
METTL7B	NM_152637.2	chr12:56075329-56078395:+	chr12:56074395-56077134
MARCKSL1	NM_023009.6	chr1:32799429-32801840:-	chr1:32797355-32807994
LINC01057	NR_104131.1	chr1:95123088-95285837:-	chr1:95282584-95288691
SLC44A3	NM_001258343.1	chr1:95285897-95360803:+	chr1:95282584-95288691
RCN3	NM_020650.2	chr19:50030874-50046890:+	chr19:50030441-50032571
VWDE	NR_144534.1	chr7:12370510-12443567:-	chr7:12441163-12444718
MTSS1	NM_001282971.1	chr8:125563010-125740748:-	chr8:125738153-125741196
TMEM110-MUSTN1	NM_001198974.2	chr3:52867130-52931597:-	chr3:52930770-52932628
TMEM110	NM_198563.2	chr3:52870771-52931597:-	chr3:52930770-52932628
MFSD7	NM_001294341.1	chr4:675612-683230:-	chr4:680442-684457
TMEM255B	NM_182614.2	chr13:114462215-114514899:+	chr13:114460901-114463691
MIR4792	NR_039955.1	chr3:24562852-24562926:-	chr3:24561046-24564281
CXCL8	NM_000584.3	chr4:74606222-74609433:+	chr4:74603636-74610137
APOL1	NM_001136541.1	chr22:36649116-36663577:+	chr22:36645087-36657249
AKR1B15	NM_001080538.2	chr7:134233848-134264592:+	chr7:134230173-134234775
PLEKHA7	NM_001329630.1	chr11:16798843-17035963:-	chr11:17032378-17038327
GSDMC	NM_031415.2	chr8:130760441-130799134:-	chr8:130796900-130801579
LPCAT2	NM_017839.4	chr16:55542912-55620582:+	chr16:55541484-55544970
CCDC184	NM_001013635.3	chr12:48577365-48579709:+	chr12:48576563-48578159
C9orf84	NM_001080551.2	chr9:114448798-114521813:-	chr9:114521192-114527239
TIAM2	NM_012454.3	chr6:155411422-155578857:+	chr6:155404631-155417789
SNORA14A	NR_002955.1	chr7:75573100-75573234:+	chr7:75572326-75578220
RAD51AP2	NM_001099218.2	chr2:17691985-17699706:-	chr2:17698584-17700434
RANBP17	NM_022897.4	chr5:170288885-170727019:+	chr5:170288411-170291579
GDPD5	NM_030792.6	chr11:75145684-75236599:-	chr11:75235372-75242296
ANK3	NM_001149.3	chr10:61786055-61900774:-	chr10:61893956-61902833
UNC5CL	NM_173561.2	chr6:40994639-41006938:-	chr6:41006596-41009544
TSPO2	NM_001010873.2	chr6:41010236-41012076:+	chr6:41006596-41009544
LOC339260	NR_123730.1	chr17:20841832-20885670:+	chr17:20836978-20842087
SLC12A6	NM_005135.2	chr15:34522196-34611021:-	chr15:34609526-34615082
DRAIC	NR_026979.1	chr15:69854058-69863779:+	chr15:69838846-69855928
PSG11	NM_002785.2	chr19:43511808-43530631:-	chr19:43521742-43538892
DDX11L10	NR_045117.1	chr16:61554-64090:+	chr16:60015-61221
MIR8073	NR_107040.1	chr13:110993304-110993376:+	chr13:110987935-111006003
TIMP1	NM_003254.2	chrX:47441689-47446190:+	chrX:47436044-47444729
MIR4769	NR_039926.1	chrX:47446827-47446904:+	chrX:47436044-47444729
CFAP53	NM_145020.4	chr18:47753562-47792892:-	chr18:47792149-47795404
GINS2	NM_016095.2	chr16:85711279-85722588:-	chr16:85720546-85725234
DOK7	NM_001256896.1	chr4:3486270-3496209:+	chr4:3481909-3490381
HESX1	NM_003865.2	chr3:57231943-57234280:-	chr3:57230192-57231785
UBE2F	NM_001278306.1	chr2:238875586-238951423:+	chr2:238871852-238878423
UBE2F-SCLY	NR_037904.1	chr2:238875586-239008054:+	chr2:238871852-238878423
LOC100506606	NR_103860.1	chr12:29433347-29470781:-	chr12:29469316-29475131
DOCK10	NM_014689.2	chr2:225629806-225907330:-	chr2:225905260-225908026
TSPAN2	NM_005725.5	chr1:115590631-115632121:-	chr1:115631340-115633654
PPARA	NM_001001928.2	chr22:46546498-46639653:+	chr22:46543743-46548660
ZNF726	NM_001244038.1	chr19:24097683-24116769:+	chr19:24096278-24103847
RCOR2	NM_173587.3	chr11:63678692-63684316:-	chr11:63683437-63688315
EFCAB10	NR_027068.1	chr7:105205579-105221976:-	chr7:105220247-105223322
CISH	NM_013324.5	chr3:50643884-50649262:-	chr3:50622585-50651639
LIPE	NM_005357.3	chr19:42905658-42931578:-	chr19:42924745-42929341
SMO	NM_005631.4	chr7:128828712-128853386:+	chr7:128827878-128829595
TSPAN19	NM_001100917.1	chr12:85408093-85430055:-	chr12:85429434-85430826
LRRIQ1	NM_001079910.1	chr12:85430098-85638883:+	chr12:85429434-85430826
PRKAA2	NM_006252.3	chr1:57110989-57181008:+	chr1:57108616-57113634
LOC101929935	NR_135111.1	chr1:57093463-57110991:-	chr1:57108616-57113634
PDGFA	NM_002607.5	chr7:536894-559481:-	chr7:552023-567061
HRAT92	NR_033963.1	chr7:560027-564869:+	chr7:552023-567061
RASAL1	NM_001301202.1	chr12:113536623-113573404:-	chr12:113571428-113582716
WDR46	NM_005452.5	chr6_mcf_hap5:4720653-4731048:-	chr6_mcf_hap5:4728208-4732233
MIR6873	NR_106933.1	chr6_mcf_hap5:4728747-4728810:-	chr6_mcf_hap5:4728208-4732233
PFDN6	NM_001265596.1	chr6_mcf_hap5:4731117-4732455:+	chr6_mcf_hap5:4728208-4732233
MIR6834	NR_106892.1	chr6_mcf_hap5:4731765-4731846:+	chr6_mcf_hap5:4728208-4732233
FAM218A	NM_153027.1	chr4:165878099-165880273:+	chr4:165876835-165883016
ZNF704	NM_001033723.2	chr8:81540685-81787016:-	chr8:81783593-81788290
SH2B2	NM_020979.4	chr7:101928352-101962178:+	chr7:101927046-101933177
MIR7854	NR_107008.1	chr16:81567506-81567571:+	chr16:81535834-81570379
IFFO1	NR_036467.1	chr12:6648693-6665249:-	chr12:6655857-6666158
ATP6AP2	NM_005765.2	chrX:40440215-40465889:+	chrX:40436164-40441899
REXO1L2P	NR_003594.1	chr8:86787244-86788322:-	chr8:86785840-86787120
DAB2IP	NM_138709.2	chr9:124505063-124545154:+	chr9:124492455-124515730
MIR4678	NR_039825.1	chr10:89263637-89263711:+	chr10:89256783-89269217
MINPP1	NM_001178117.1	chr10:89264222-89313218:+	chr10:89256783-89269217
FUT2	NM_001097638.2	chr19:49199227-49209191:+	chr19:49197189-49203647
ZNF502	NM_001134442.1	chr3:44754134-44765323:+	chr3:44753715-44754909
MIR192	NR_029578.1	chr11:64658608-64658718:-	chr11:64651937-64662281
MIR194-2	NR_029829.1	chr11:64658826-64658911:-	chr11:64651937-64662281
MIR194-2HG	NR_133639.1	chr11:64655929-64660921:-	chr11:64651937-64662281
MIR1470	NR_031716.1	chr19:15560358-15560419:+	chr19:15559811-15561592
SLC39A10	NM_001127257.1	chr2:196521531-196602426:+	chr2:196496986-196544191
FAM45A	NR_130122.1	chr10:120863576-120897496:+	chr10:120859275-120864798
PLPPR2	NM_001170635.1	chr19:11466061-11476374:+	chr19:11465529-11466954
SH3TC1	NR_134639.1	chr4:8200970-8242830:+	chr4:8182971-8208715
NUP210L	NM_207308.2	chr1:153965165-154127592:-	chr1:154125758-154132426
ADAMTSL5	NM_213604.2	chr19:1505016-1513188:-	chr19:1509665-1514242
DAW1	NM_178821.2	chr2:228736091-228789060:+	chr2:228733346-228749794
CYGB	NM_134268.4	chr17:74523429-74533987:-	chr17:74534108-74538140
AADACL2-AS1	NR_110202.1	chr3:151468966-151645963:-	chr3:151641048-151645962
ZNF474	NM_207317.2	chr5:121465207-121489266:+	chr5:121460769-121466781
MIAT	NR_033321.2	chr22:27053445-27072441:+	chr22:27053112-27057575
PCDH8	NM_002590.3	chr13:53418108-53422775:-	chr13:53424926-53426476
PADI3	NM_016233.2	chr1:17575592-17610728:+	chr1:17574673-17578956
SYNE4	NM_001039876.2	chr19:36494200-36499695:-	chr19:36498354-36500968
TTC3-AS1	NR_046651.1	chr21:38559912-38566227:-	chr21:38563942-38582412
DSCR9	NR_026719.2	chr21:38580803-38594037:+	chr21:38563942-38582412
LOC101927630	NR_110013.1	chr7:17503068-17598533:-	chr7:17595622-17601028
IRF6	NM_006147.3	chr1:209958967-209979520:-	chr1:209976929-209983573
LBH	NM_030915.3	chr2:30454396-30482899:+	chr2:30452729-30458891
PGM5P2	NR_002836.2	chr9:69080239-69147854:-	chr9:69142104-69153920
ZBTB24	NM_014797.2	chr6:109783718-109804440:-	chr6:109797615-109805451
GGT8P	NR_003503.1	chr2:91963367-91970153:+	chr2:91951304-91961523
LLGL2	NM_001015002.1	chr17:73521782-73560804:+	chr17:73519898-73533893
FOXD3-AS1	NR_121634.1	chr1:63786554-63788129:-	chr1:63787441-63790585
FOXD3	NM_012183.2	chr1:63788729-63790797:+	chr1:63787441-63790585
MIR6068	NR_106716.1	chr1:63792595-63792655:-	chr1:63787441-63790585
FOCAD	NM_017794.4	chr9:20658307-20995954:+	chr9:20657892-20661655
TRIM62	NM_018207.2	chr1:33611002-33647671:-	chr1:33646104-33648507
NYX	NM_022567.2	chrX:41306712-41334905:+	chrX:41300191-41309858
FAM47E-STBD1	NM_001242939.1	chr4:77172852-77232283:+	chr4:77171687-77173685
MKX-AS1	NR_121652.1	chr10:28033543-28056728:+	chr10:28030573-28036205
MKX	NM_173576.2	chr10:27961802-28034778:-	chr10:28030573-28036205
FAM102B	NM_001010883.2	chr1:109102970-109181949:+	chr1:109094045-109105988
COL27A1	NM_032888.3	chr9:116917824-117074796:+	chr9:116917733-116920648
PROSER2-AS1	NR_038222.1	chr10:11891606-11936709:-	chr10:11933190-11944650
